flight_no,src,dest,arrival,depart,pilot
NC43048,SKJ,SAG,2009-11-05 07:37:52,2009-11-05 04:15:41,575-61-6621
CZ30950,PTH,UNS,2009-12-12 23:10:14,2009-12-12 16:55:15,199-32-7413
ZX44679,CTK,TNK,2015-11-28 18:25:55,2015-11-28 14:32:26,578-91-1237
CB67597,HYL,SUM,2011-05-22 01:35:17,2011-05-21 22:52:40,307-18-4553
QY64222,PYL,UMT,2014-06-22 00:32:24,2014-06-21 23:22:20,338-83-6303
QF13260,MLL,CGA,2009-08-02 06:08:13,2009-08-02 02:13:09,712-72-4997
GP69274,NOT,EKX,2011-11-17 19:21:56,2011-11-17 17:02:56,600-20-1530
ML38497,EVV,MMS,2013-12-27 01:07:11,2013-12-26 19:10:13,433-31-8072
PV4488,CRX,PIH,2013-07-16 11:32:09,2013-07-16 06:11:59,278-28-3161
MA96348,JLN,GUN,2015-03-07 12:27:06,2015-03-07 06:19:30,155-83-7798
DF72169,SKY,HFD,2015-08-15 13:19:59,2015-08-15 10:57:12,870-09-4082
RY36086,DTL,AKC,2012-05-31 00:06:09,2012-05-30 17:18:08,661-82-5763
WH15720,GHM,FTK,2014-04-21 22:11:39,2014-04-21 18:48:14,140-93-6632
MX96174,BZN,PVD,2014-07-18 00:03:13,2014-07-17 21:33:16,922-92-2115
LA47453,AMW,RRL,2016-01-29 17:07:42,2016-01-29 11:30:20,374-75-4950
VJ55916,MYF,BCT,2008-02-18 09:09:42,2008-02-18 05:03:20,145-74-2677
YL11716,MOD,AXV,2014-02-02 16:23:22,2014-02-02 15:18:42,358-54-8696
SF54299,IDA,MPZ,2009-09-23 04:24:15,2009-09-23 01:19:41,566-57-5659
YM10402,ELK,HTO,2008-01-08 01:03:42,2008-01-07 21:58:50,663-85-2041
TJ52239,CZO,CMY,2009-07-13 09:46:01,2009-07-13 05:23:36,223-76-9128
HH48257,RKR,MYV,2016-01-09 15:28:06,2016-01-09 11:49:24,776-97-6021
HO72307,GSH,MRI,2008-06-26 10:27:56,2008-06-26 03:56:46,093-57-7374
YV92461,GAG,HRO,2016-04-13 22:22:56,2016-04-13 17:47:20,847-77-3091
TJ67208,KMY,ADR,2016-05-17 17:02:10,2016-05-17 13:35:47,647-54-5755
XW15920,PIB,HRO,2011-07-02 20:36:07,2011-07-02 15:04:55,241-38-8590
HE65488,SUD,AHC,2014-10-18 12:01:37,2014-10-18 08:58:01,575-61-6621
JC68517,KEB,SOL,2012-08-29 22:22:08,2012-08-29 18:17:25,145-96-7331
DU26423,BPI,SBP,2008-12-23 15:19:18,2008-12-23 09:04:52,974-54-9911
OQ55268,SEP,BTR,2013-11-26 07:36:25,2013-11-26 01:27:00,017-71-7409
VO99458,COM,LOZ,2015-12-25 19:50:59,2015-12-25 13:24:48,413-78-2890
GC35628,NRI,CDH,2012-12-20 18:57:36,2012-12-20 16:10:27,176-39-8972
OG16054,OKM,BTR,2009-11-16 20:42:39,2009-11-16 15:31:08,339-44-3962
QT44115,CGS,WLN,2016-08-05 21:36:06,2016-08-05 17:54:07,604-35-4270
LT58802,LGD,NES,2012-06-13 03:33:44,2012-06-13 01:17:15,856-68-7305
FN54989,EUG,BLV,2008-03-20 08:10:37,2008-03-20 03:17:49,337-27-8061
EB73644,GSO,SEG,2010-09-22 07:31:20,2010-09-22 03:52:57,029-36-8655
BP72657,GST,CRX,2013-04-30 05:20:17,2013-04-30 02:19:42,749-45-9596
DL28242,SLC,MYH,2014-10-02 03:32:39,2014-10-02 02:07:35,505-52-6084
BG63922,BGQ,LNN,2009-11-17 20:29:31,2009-11-17 15:23:50,178-82-6401
CN1459,HTL,PBF,2014-10-12 19:50:34,2014-10-12 15:31:21,957-35-2667
XO99758,WAH,CRE,2011-10-29 01:08:12,2011-10-28 18:24:45,176-39-8972
UL8412,PIT,FLD,2012-09-25 09:50:58,2012-09-25 04:17:48,705-16-5616
DP22095,BNO,IAG,2015-08-26 01:08:31,2015-08-25 19:47:07,922-34-0144
QZ2332,DLS,CTK,2009-05-02 20:50:36,2009-05-02 14:15:27,817-44-4592
GC26365,KKB,MOP,2008-03-06 09:05:56,2008-03-06 05:43:55,173-60-1644
YP71222,HVN,YIP,2012-01-25 09:01:00,2012-01-25 02:17:16,765-01-7861
TI6399,MFD,IAD,2010-12-15 05:10:15,2010-12-15 01:44:47,794-02-2853
EA58819,CNE,ISO,2014-04-08 05:29:17,2014-04-08 00:54:17,067-11-6927
NB9147,LKS,VDI,2013-06-08 18:27:28,2013-06-08 13:03:56,786-87-9934
RZ6739,FCS,AHH,2011-02-20 09:09:14,2011-02-20 06:42:10,635-71-9959
NP39095,SRU,DHT,2010-05-29 03:43:24,2010-05-29 01:55:58,906-56-8783
UT13629,SFO,SAA,2009-08-24 11:12:17,2009-08-24 04:36:02,178-82-6401
MH67128,RDD,ARA,2008-10-25 01:46:32,2008-10-24 22:40:19,339-87-5585
TG94880,CAK,IAG,2011-05-02 14:15:32,2011-05-02 10:01:34,928-16-8729
XY8356,ALM,PWD,2015-12-06 16:32:55,2015-12-06 09:51:42,421-13-5349
PE46725,HSI,MVN,2010-02-20 18:49:17,2010-02-20 12:33:45,793-25-1234
NQ96034,PIT,KNW,2013-03-28 08:40:20,2013-03-28 04:04:53,000-45-0482
YL49830,ALB,PPC,2011-12-30 19:42:38,2011-12-30 13:27:07,705-36-9158
YL83229,BSZ,MCO,2014-02-23 19:28:25,2014-02-23 13:01:35,703-14-1793
WU6657,LPO,BEH,2016-11-29 19:15:38,2016-11-29 17:27:23,132-28-4931
LP11534,CDL,TYR,2016-01-31 00:19:13,2016-01-30 19:00:15,325-83-7578
VO48707,AXG,IRC,2011-02-21 01:58:28,2011-02-20 19:59:39,744-37-3489
PE4460,MQB,KCC,2009-02-01 02:13:35,2009-01-31 19:29:04,358-54-8696
FM51252,SGT,JCT,2009-07-17 08:38:09,2009-07-17 04:35:17,092-17-5644
VY38598,JRE,BPT,2016-02-02 04:13:37,2016-02-01 23:28:27,672-28-1014
GP5682,SCH,PSN,2013-11-03 03:10:41,2013-11-02 21:44:49,968-75-5960
FV61469,LVD,TAD,2015-07-23 23:25:08,2015-07-23 19:40:52,050-52-9541
TC22542,CGI,DYS,2013-10-11 04:50:49,2013-10-11 03:23:01,870-09-4082
FL73317,UKI,FLG,2014-08-09 22:14:59,2014-08-09 19:32:06,897-49-1333
OI47468,DUA,HRL,2008-03-25 04:29:05,2008-03-25 01:57:44,641-64-4826
UI87754,ANI,MCF,2015-06-08 07:44:47,2015-06-08 01:25:15,220-13-9746
GV3310,HPY,FAL,2009-04-17 21:24:38,2009-04-17 18:31:22,570-03-8833
MC41148,XSD,BUB,2013-11-26 06:50:58,2013-11-26 00:15:42,000-45-0482
ZX55395,KFP,UES,2013-04-05 13:07:10,2013-04-05 06:45:53,864-33-7156
JV53555,SPQ,EWR,2013-04-09 18:01:40,2013-04-09 16:18:50,068-48-2515
UY72149,WMH,MLK,2010-02-15 04:06:44,2010-02-15 00:44:37,285-77-7841
LG42236,GAG,TIK,2016-10-20 07:41:20,2016-10-20 06:03:23,459-28-1225
OJ92366,FSN,GTY,2014-12-05 12:56:35,2014-12-05 08:10:05,326-04-8538
VI20093,HCB,HCA,2014-08-18 04:02:38,2014-08-18 00:50:13,427-36-6549
NY73454,NBU,CLC,2014-05-03 03:26:08,2014-05-02 20:41:44,686-38-5127
AI95449,PCK,BHB,2011-12-28 12:02:34,2011-12-28 10:25:45,906-56-8783
SN78913,MYK,SIV,2008-09-22 17:57:16,2008-09-22 14:20:51,598-78-7089
TO41088,WBQ,HLB,2011-07-22 18:05:21,2011-07-22 13:28:27,444-53-3337
ZT40045,THV,WRL,2009-05-26 04:42:35,2009-05-26 00:12:52,328-36-4444
ZI61647,GFL,OBT,2014-01-16 01:49:58,2014-01-15 23:16:47,322-55-3033
XX90233,MVW,WSJ,2008-03-01 17:11:57,2008-03-01 12:00:32,513-72-3706
RY87704,CSN,ESO,2016-07-04 00:13:01,2016-07-03 20:00:21,786-87-9934
CC99952,CZZ,HSV,2014-01-07 10:43:37,2014-01-07 03:58:08,139-87-9484
AS75610,ARC,PRB,2014-09-28 12:21:53,2014-09-28 09:42:43,480-29-0590
US12850,EGI,TBN,2014-04-06 09:57:22,2014-04-06 07:46:27,803-00-4554
VU38846,TOP,FXM,2015-08-21 08:17:15,2015-08-21 04:25:58,325-08-4481
VI31229,JMN,GUP,2008-12-02 16:30:32,2008-12-02 14:46:27,322-55-3033
XB8732,IDI,CIN,2009-10-23 21:18:52,2009-10-23 17:11:23,305-29-9154
CM88707,PGV,EKN,2008-01-12 10:36:58,2008-01-12 04:16:33,899-69-3360
TO19825,SJC,UGB,2012-09-09 04:22:34,2012-09-09 01:03:22,663-85-2041
ZV94169,HTH,BRW,2016-06-02 01:12:42,2016-06-01 23:18:56,421-13-5349
FU18564,MQI,SPI,2013-03-10 22:19:41,2013-03-10 20:28:01,166-45-2665
ZJ82744,SIK,PMH,2010-05-16 00:15:27,2010-05-15 19:38:38,971-66-6286
ST59277,ANA,FOE,2012-06-20 21:28:01,2012-06-20 14:44:28,017-71-7409
MS70506,OCH,VOK,2010-11-08 09:03:41,2010-11-08 05:11:10,420-95-5680
RR68661,SDY,CCG,2012-10-24 21:34:48,2012-10-24 19:54:46,492-79-2478
VC91328,MPR,KKL,2013-05-22 00:33:30,2013-05-21 19:45:29,053-84-6958
EB54283,GMU,BGQ,2009-09-30 22:32:46,2009-09-30 18:33:53,775-51-1864
IX49408,CDK,MTP,2012-01-06 13:40:51,2012-01-06 10:03:18,335-12-3800
EQ68719,BZS,BEH,2009-04-27 16:53:34,2009-04-27 12:18:09,231-80-3440
PS7003,MCK,CMH,2015-02-02 07:34:42,2015-02-02 01:19:28,135-45-9451
AP43040,FSK,NTJ,2013-09-11 05:49:08,2013-09-11 03:04:16,846-90-9968
BJ56082,ROL,DWH,2012-07-03 23:17:50,2012-07-03 18:37:31,564-80-6789
AA28693,HGZ,OAR,2009-12-20 03:59:46,2009-12-19 22:19:19,328-36-4444
HR92829,PTA,HOB,2013-02-01 07:10:58,2013-02-01 03:16:21,491-61-7907
CF25467,PPV,MPZ,2012-01-02 06:17:58,2012-01-02 00:57:21,440-55-1732
RP48273,VAD,IKB,2011-07-28 09:05:36,2011-07-28 05:39:26,180-43-3770
EA52553,HFF,AST,2013-11-30 02:30:39,2013-11-29 20:37:20,803-01-4403
EL58068,EWN,MUO,2009-02-13 09:14:40,2009-02-13 03:17:45,749-45-9596
OE88154,PVC,HWI,2008-12-09 08:57:19,2008-12-09 06:38:12,846-90-9968
JC55757,GON,JBT,2008-01-18 03:54:34,2008-01-18 00:26:04,401-58-5857
MH46592,WAA,PJB,2008-06-11 12:41:15,2008-06-11 07:57:44,818-05-8488
QD6096,BOK,FTK,2013-05-03 07:16:10,2013-05-03 01:43:15,913-58-5296
NY73164,TYS,HON,2012-11-13 14:35:29,2012-11-13 08:13:40,093-57-7374
BT22150,PLR,PGL,2016-09-22 15:35:39,2016-09-22 09:12:16,673-55-3907
OL59801,CKX,MHV,2009-09-18 00:15:00,2009-09-17 18:47:48,384-83-9932
ON28764,RVS,CKV,2013-01-11 10:27:46,2013-01-11 07:37:47,984-17-7619
CD37981,WSM,GYY,2008-01-23 17:48:48,2008-01-23 13:55:04,716-51-9808
KF19465,PIB,DAY,2008-02-09 22:53:39,2008-02-09 18:35:44,339-87-5585
WC63710,BCJ,CDS,2016-09-26 11:39:01,2016-09-26 05:27:22,716-51-9808
XD68083,LOU,CRT,2014-09-27 03:06:36,2014-09-26 21:57:17,822-08-8291
CT29337,SDM,JVL,2010-07-17 10:40:17,2010-07-17 07:50:09,899-69-3360
AH80421,LSR,CTW,2014-03-02 21:08:25,2014-03-02 19:10:33,335-24-0319
XN26036,MQB,KNT,2016-06-15 01:24:48,2016-06-14 20:04:08,187-48-4106
KX94631,FNL,RBF,2008-02-01 02:44:06,2008-01-31 19:58:39,673-55-3907
OI14518,OKK,LXV,2010-01-15 01:30:09,2010-01-15 00:13:18,819-72-4018
KI60201,ZPH,HGT,2013-09-07 04:38:37,2013-09-07 00:12:24,141-89-3049
YD50529,HAR,PIZ,2010-04-07 15:22:01,2010-04-07 09:23:34,980-26-5529
QS37026,AHN,KOZ,2011-04-18 04:52:59,2011-04-18 02:23:16,655-45-7422
JW61143,LIZ,MIT,2014-11-18 03:28:45,2014-11-18 01:40:02,261-60-4943
JP46928,RTD,AKO,2011-07-09 12:48:16,2011-07-09 06:27:40,364-88-7233
AU42366,KTS,HEZ,2013-02-16 22:24:05,2013-02-16 17:11:15,259-40-7962
DG84479,BYS,KIB,2012-08-06 20:37:01,2012-08-06 17:47:41,648-34-0085
ZZ62734,FSM,HLC,2012-09-23 14:54:48,2012-09-23 12:38:26,469-62-5718
XV71843,CZF,ACK,2011-08-12 06:50:29,2011-08-12 00:17:47,285-35-1487
TG73955,CIR,BAF,2016-03-30 14:49:04,2016-03-30 10:28:00,440-55-1732
QG57945,SBS,SBY,2014-11-09 00:00:22,2014-11-08 20:00:12,144-58-1040
MZ51058,GED,DTH,2016-10-20 07:12:25,2016-10-20 03:21:01,558-14-9443
ST84906,CNW,LFT,2012-07-23 07:52:56,2012-07-23 03:45:11,010-68-1265
DY13911,WAY,IRK,2013-10-10 10:16:12,2013-10-10 08:56:48,325-83-7578
HM18417,GLR,HBB,2011-01-31 11:22:01,2011-01-31 08:29:53,431-72-3440
WM49280,DSM,MLB,2015-06-08 21:55:06,2015-06-08 16:30:08,085-65-5645
HV26041,DUJ,SHR,2011-05-14 15:21:22,2011-05-14 13:41:46,124-50-7920
WH59340,LJN,PMD,2012-05-23 21:59:55,2012-05-23 15:13:33,919-85-3331
EJ1208,AED,MEM,2014-05-08 08:51:20,2014-05-08 07:19:08,278-28-3161
NV80629,BOS,SME,2008-03-21 01:13:13,2008-03-20 18:26:48,447-89-3741
GK46614,ELV,BDL,2015-01-20 06:57:57,2015-01-20 05:38:17,139-87-9484
IH1940,FTL,THV,2009-03-29 18:16:43,2009-03-29 14:09:40,391-31-9018
CF48310,CKV,SMF,2010-02-23 12:24:35,2010-02-23 07:14:20,413-78-2890
FA43099,CLD,OCF,2009-04-12 23:13:12,2009-04-12 21:27:59,660-54-7701
HR16425,WBU,JGX,2009-12-17 12:08:48,2009-12-17 09:57:57,276-34-8323
WP30763,PGC,SUM,2008-07-09 07:49:04,2008-07-09 01:04:22,850-20-9832
CK51541,MNM,GSH,2008-04-17 09:09:56,2008-04-17 07:14:38,241-38-8590
YW1609,TWD,BFP,2016-07-26 08:23:00,2016-07-26 03:00:16,412-42-7397
AK17604,CZT,MDF,2014-04-24 10:08:12,2014-04-24 08:27:03,135-45-9451
OA66692,POQ,MSL,2016-05-05 10:55:31,2016-05-05 03:56:31,605-79-0530
YY91955,RNZ,HRL,2011-01-21 20:59:16,2011-01-21 17:13:46,640-25-1292
UK50931,AMW,TOP,2012-07-24 07:00:29,2012-07-24 02:51:21,276-56-0882
RJ68514,MKK,DLO,2009-08-15 14:25:04,2009-08-15 07:28:00,555-75-7288
JT30604,BFR,MCI,2014-05-03 16:12:12,2014-05-03 12:56:36,491-58-8939
UJ41337,VCV,TWD,2009-11-09 19:50:55,2009-11-09 15:13:36,906-56-8783
GZ95746,VNC,EED,2016-06-08 03:37:40,2016-06-07 23:49:20,897-49-1333
FG41746,PFN,NFL,2011-06-12 01:24:46,2011-06-11 23:37:10,499-82-9898
JS36048,RBY,MBS,2015-02-17 07:33:25,2015-02-17 02:01:28,293-78-1980
RV34562,NGZ,MWC,2009-08-31 08:07:06,2009-08-31 04:34:44,471-81-5254
JW49094,BOK,CAD,2009-08-26 09:15:39,2009-08-26 03:09:39,199-32-7413
OK86843,VKS,INR,2014-10-16 10:33:44,2014-10-16 09:10:58,374-75-4950
XI38990,UIN,LCK,2016-12-30 02:03:49,2016-12-29 21:23:30,305-29-9154
XO80468,HAE,CGF,2010-09-19 14:32:22,2010-09-19 12:38:15,085-65-5645
AE3752,RSL,WGO,2009-09-06 23:27:42,2009-09-06 18:39:47,025-03-4257
PD92866,CWG,MTM,2015-06-27 18:55:40,2015-06-27 14:56:45,775-51-1864
PI55017,WLB,AIY,2013-05-16 00:25:01,2013-05-15 22:51:33,902-60-2098
MS47672,MUL,CYE,2016-03-06 09:19:17,2016-03-06 03:19:53,674-52-6003
NV46533,EMP,LXV,2016-12-23 19:28:39,2016-12-23 13:03:28,834-05-7627
LW94940,RCE,PHK,2009-12-23 18:19:18,2009-12-23 13:36:59,933-07-6556
XA33441,BOK,ILM,2014-01-07 12:40:42,2014-01-07 11:03:52,537-07-3036
VS75970,OTH,CDC,2010-06-09 02:54:08,2010-06-08 20:07:08,899-69-3360
QE35889,TAD,BAF,2014-03-21 06:05:53,2014-03-21 04:51:11,293-78-1980
FQ35099,CZT,JAJ,2008-05-30 11:09:49,2008-05-30 09:38:01,193-43-6507
JE94578,MXF,MSV,2015-09-18 04:26:16,2015-09-18 00:54:25,672-28-1014
ZC18254,MSC,MIF,2015-07-19 13:56:05,2015-07-19 10:50:35,339-44-3962
JM21604,SNL,MXO,2012-10-20 17:33:45,2012-10-20 12:09:43,219-82-8417
BI2795,TPL,DTN,2011-10-11 05:33:07,2011-10-11 00:17:44,672-57-1866
QF18878,IRB,SPZ,2016-12-20 13:10:44,2016-12-20 10:06:22,744-37-3489
UC70708,GOK,OLU,2014-06-02 19:01:10,2014-06-02 14:02:37,276-34-8323
OL69784,RAC,FBL,2011-05-28 23:56:20,2011-05-28 22:42:16,401-58-5857
KL89649,NGU,PIT,2011-04-15 11:31:22,2011-04-15 07:26:17,635-71-9959
JY68751,KTN,CNY,2008-06-12 03:35:06,2008-06-12 00:18:58,871-90-8968
NQ80498,OGA,OZR,2016-01-14 23:24:00,2016-01-14 21:03:57,825-14-3933
HY14785,GYY,HSH,2008-08-13 21:10:16,2008-08-13 17:21:13,316-00-0978
UT5737,BMG,FLL,2010-03-22 23:41:11,2010-03-22 18:29:39,447-89-3741
UU63261,WMC,TOL,2010-09-17 02:42:38,2010-09-16 23:30:27,672-28-1014
OX99229,MLS,AOS,2012-02-20 14:02:40,2012-02-20 12:52:22,231-80-3440
UV10525,WWA,GUY,2013-06-01 04:29:45,2013-06-01 02:12:00,118-62-8123
KH92289,MOD,CAK,2013-05-26 00:22:25,2013-05-25 22:38:02,374-96-3918
NL50432,WMO,ACY,2011-10-12 10:00:42,2011-10-12 05:39:28,139-87-9484
NC60312,HLC,MEO,2016-03-14 08:33:46,2016-03-14 03:16:05,672-57-1866
XA12097,FEW,MGJ,2010-06-01 03:37:26,2010-05-31 22:40:03,564-80-6789
LW29355,RSN,PAK,2009-11-01 17:40:51,2009-11-01 16:11:20,749-45-9596
GJ46312,PBI,RBD,2010-12-13 12:51:42,2010-12-13 08:37:32,600-20-1530
YC18133,SKW,VDZ,2013-07-19 03:40:36,2013-07-19 01:21:37,968-75-5960
BU56994,PPM,ONT,2016-07-23 23:01:08,2016-07-23 20:33:27,290-55-8534
XK89293,ISP,SOL,2015-02-22 08:55:22,2015-02-22 02:39:01,178-82-6401
JE22144,HEY,FCY,2011-11-04 15:37:01,2011-11-04 11:30:54,261-97-6964
IK54133,NES,FTY,2016-10-04 01:06:57,2016-10-03 20:19:57,775-22-4651
ET34420,CTB,DCA,2016-02-14 11:31:11,2016-02-14 07:16:46,322-55-3033
TJ51276,LCI,JEF,2015-07-26 19:26:39,2015-07-26 17:04:13,433-31-8072
RL63472,RAC,PTA,2008-02-05 21:44:01,2008-02-05 19:27:28,480-29-0590
XV9756,PWR,VDZ,2008-08-28 12:09:29,2008-08-28 10:16:42,800-39-2298
SJ17421,ZPH,VSF,2008-04-06 12:48:52,2008-04-06 09:35:59,834-05-7627
RJ39911,HCW,BPT,2014-12-08 21:20:18,2014-12-08 17:14:09,179-25-8356
EB82486,AVP,MRN,2012-08-18 10:51:28,2012-08-18 06:53:02,375-03-5185
AR69744,GFA,SEM,2009-09-22 15:32:57,2009-09-22 09:02:25,775-51-1864
XN1006,OKK,EWN,2016-11-05 07:24:29,2016-11-05 04:42:07,835-98-3446
AG31158,DIK,DUJ,2008-11-22 20:16:17,2008-11-22 18:13:09,944-08-0956
HT9500,LGU,KWN,2011-06-15 13:28:04,2011-06-15 07:51:31,190-56-5509
RG49482,CVN,MXO,2009-09-02 07:38:03,2009-09-02 05:31:27,578-91-1237
XM18822,VRB,EVM,2010-11-15 03:31:47,2010-11-14 20:47:13,834-05-7627
UY72794,RIR,KUK,2014-06-20 09:23:22,2014-06-20 06:54:38,285-68-5198
WI91912,DYS,AED,2009-06-27 16:53:46,2009-06-27 15:16:46,116-74-7937
ZK19794,TLA,GVW,2010-12-19 17:05:48,2010-12-19 10:21:28,199-32-7413
XG6800,DAB,PLY,2009-03-07 04:30:12,2009-03-07 02:58:03,605-79-0530
UH68983,LYU,LMT,2011-02-28 20:44:21,2011-02-28 16:50:58,326-04-8538
BP73851,KTN,CWA,2008-08-07 10:05:54,2008-08-07 05:51:00,433-31-8072
IT53815,PWT,HYS,2014-07-06 13:44:09,2014-07-06 08:26:20,775-51-1864
DE54701,CVS,DJN,2015-11-08 00:24:48,2015-11-07 18:25:59,533-14-9522
WB52624,HCA,FHU,2015-12-13 19:27:19,2015-12-13 17:55:42,105-71-4080
CA35869,PUO,SAV,2008-02-13 12:37:06,2008-02-13 11:21:53,335-24-0319
NV34414,MOT,PYL,2013-10-21 05:37:54,2013-10-21 01:03:30,545-27-6462
FR7236,LFI,KNK,2009-11-08 19:01:51,2009-11-08 16:57:19,856-68-7305
PY23048,IDA,HYG,2013-10-11 22:34:20,2013-10-11 17:54:03,339-87-5585
FK72399,MCG,SZN,2010-09-01 14:45:46,2010-09-01 09:53:12,337-27-8061
DA23270,BOI,RVS,2008-10-03 18:20:26,2008-10-03 17:11:20,427-36-6549
LN59409,CUH,GYR,2014-12-09 17:50:03,2014-12-09 16:12:51,278-28-3161
LB83146,CID,OOK,2010-09-07 13:49:35,2010-09-07 12:30:10,373-39-6461
FA32754,LIV,VNY,2014-10-16 19:54:53,2014-10-16 16:56:19,358-54-8696
ED77465,BNF,PHO,2015-11-06 17:07:45,2015-11-06 14:51:54,180-43-3770
CV72570,SBA,ORD,2016-10-26 20:55:56,2016-10-26 15:50:18,534-68-4340
NP4718,LRK,PHP,2009-12-15 02:53:36,2009-12-14 23:07:44,144-58-1040
RM46070,WNC,NBU,2010-12-26 17:39:23,2010-12-26 11:02:41,857-94-0931
UV25697,WLK,GLS,2008-03-11 19:11:06,2008-03-11 17:29:41,716-51-9808
MQ3572,FDY,HVR,2009-03-19 05:11:04,2009-03-18 22:47:19,686-38-5127
UK18428,LRJ,BVO,2008-01-10 15:56:38,2008-01-10 14:32:26,067-11-6927
UO6429,BLU,SHR,2012-12-27 10:04:36,2012-12-27 03:12:02,856-68-7305
CP4360,KUK,OWA,2010-07-07 02:00:49,2010-07-06 20:50:47,025-03-4257
MU62331,GOK,CKR,2015-03-28 15:20:59,2015-03-28 08:22:57,879-13-5357
TP75137,CKB,GLH,2009-04-02 10:47:43,2009-04-02 05:25:52,533-14-9522
IK46968,MKC,JGC,2013-10-23 15:41:45,2013-10-23 11:22:21,187-48-4106
EB92325,JST,ATW,2016-01-27 20:39:37,2016-01-27 14:24:57,307-18-4553
TK42160,IMM,RRT,2013-03-28 23:46:29,2013-03-28 22:04:08,366-20-0523
KA73618,MCN,PMU,2009-08-19 17:53:04,2009-08-19 10:53:23,709-73-8605
MB45790,WTK,OBT,2008-03-23 07:30:06,2008-03-23 03:58:17,817-44-4592
OV86007,GRI,GFK,2011-11-15 04:27:04,2011-11-15 01:34:37,503-38-9469
WA9707,TGE,ANC,2013-12-06 18:17:05,2013-12-06 13:14:43,661-82-5763
RA49198,WRB,BLV,2008-05-14 02:18:33,2008-05-13 23:45:07,025-38-4942
RB79516,LRU,MVY,2011-01-23 11:02:00,2011-01-23 08:31:02,017-71-7409
VP73818,UES,WLW,2012-11-22 00:03:41,2012-11-21 22:04:15,786-87-9934
ZA66165,WGO,DVL,2014-02-08 00:45:57,2014-02-07 23:44:05,278-06-4811
HQ62087,LNP,UCA,2014-05-05 22:02:19,2014-05-05 15:15:23,872-81-0834
TM91032,CCG,ONA,2010-03-10 21:55:28,2010-03-10 20:35:11,366-20-0523
TS95904,SLB,HUF,2011-02-09 13:08:57,2011-02-09 06:50:01,173-60-1644
DN84324,SZN,VIK,2014-12-19 03:25:37,2014-12-18 22:46:41,459-28-1225
BJ75109,BDF,DEO,2014-07-09 06:14:40,2014-07-09 03:46:12,801-36-8342
JO98478,LFI,UTO,2013-05-29 12:47:14,2013-05-29 10:17:31,116-74-7937
UO9165,NCN,RGR,2008-07-06 20:17:06,2008-07-06 14:23:16,641-64-4826
NW67894,MQW,AFF,2013-09-11 16:37:51,2013-09-11 10:59:13,025-03-4257
BX27903,ADW,VPZ,2014-05-01 08:27:34,2014-05-01 07:18:33,413-67-1601
PJ64325,COI,FTW,2013-08-11 07:17:07,2013-08-11 01:29:34,716-05-7534
QN15863,MMS,CEZ,2011-10-18 23:25:51,2011-10-18 19:03:42,276-56-0882
PS11097,MUU,LIV,2014-08-17 17:28:04,2014-08-17 12:40:04,817-44-4592
XK25365,FFO,FFA,2014-02-22 04:01:28,2014-02-21 22:48:10,075-38-5584
JA12673,KMO,ASE,2013-07-31 02:58:22,2013-07-31 00:05:06,305-29-9154
IL80102,RCE,SLJ,2014-03-04 14:53:00,2014-03-04 12:13:47,597-33-1425
XD75393,JDN,FST,2010-09-27 10:32:01,2010-09-27 04:45:28,017-25-0478
NY57706,OTG,MXY,2016-01-25 07:12:46,2016-01-25 05:14:09,604-35-4270
WX37707,PAK,WSN,2013-04-23 05:15:04,2013-04-22 23:08:32,374-96-3918
KR81364,FYM,SHR,2016-07-31 00:32:20,2016-07-30 21:05:05,847-77-3091
CQ83289,UNS,EGI,2016-07-16 01:10:30,2016-07-15 21:41:38,325-08-4481
OP87992,WSN,SMD,2010-05-04 16:07:27,2010-05-04 11:17:59,702-00-9648
QR42257,LWV,FCA,2013-05-16 19:42:30,2013-05-16 16:03:01,720-71-5697
QP73906,LKP,AKN,2015-03-25 07:18:47,2015-03-25 06:04:20,540-42-7099
EY70324,SFF,WWT,2008-10-03 10:57:20,2008-10-03 06:02:34,471-81-5254
GK25759,CMY,CMY,2013-07-30 18:31:22,2013-07-30 17:14:12,705-36-9158
QT34266,NIR,NGC,2010-04-16 14:29:33,2010-04-16 07:48:23,642-95-1284
VP47088,AID,SAN,2012-04-26 17:50:10,2012-04-26 13:09:25,911-61-7680
NA27774,FBK,CSQ,2016-08-02 13:43:15,2016-08-02 10:54:35,247-84-4454
YU1126,APV,ETN,2015-08-22 21:36:24,2015-08-22 17:52:10,178-82-6401
AW2159,BFR,NIP,2011-04-16 00:08:29,2011-04-15 17:09:37,039-90-7619
WZ99029,DAL,WSF,2015-11-20 14:25:56,2015-11-20 12:45:26,293-78-1980
QO96710,AKN,CPS,2008-10-04 18:42:58,2008-10-04 15:01:36,427-36-6549
AA77253,JHW,MJQ,2011-09-12 03:42:33,2011-09-11 22:09:58,166-45-2665
WM24596,VBG,MMS,2008-11-03 08:10:07,2008-11-03 04:38:39,775-51-1864
ZC17494,IAN,JOR,2014-07-09 01:33:29,2014-07-08 21:01:11,672-57-1866
IA8700,MFE,GNU,2010-06-13 08:53:00,2010-06-13 05:51:41,673-55-3907
JB55674,FLP,SYI,2013-08-28 08:31:25,2013-08-28 03:16:13,187-48-4106
UR86109,PPV,DTN,2016-11-10 11:49:35,2016-11-10 04:57:23,588-93-7376
OD66107,LEX,HAB,2012-02-15 01:25:29,2012-02-14 21:29:07,244-57-5376
